"STUDY_ID","REVIEWERS","INCLUDE","journal","abstract","title","volume","pages","author"
"136","Aaron_1","maybe","The Journal of infectious diseases","Plasmodium falciparum with reduced sensitivity to artemisinin derivatives has been observed in endemic areas, but the molecular mechanisms for this reduced sensitivity remain unclear. We evaluated the association between in vitro susceptibility of P. falciparum isolates obtained from southwest Nigeria and polymorphisms in selected putative transporter genes (PFE0775C, PF13_0271, pfmrp1, pfcrt, and pfmdr1). Modified schizont inhibition assay was used to determine the in vitro parasite susceptibility to artemether (ATH). Polymorphisms in selected genes were detected by polymerase chain reaction followed by direct DNA sequencing. The half-maximal inhibitory concentration (IC(50)) geometric mean (GM) for all P. falciparum isolates was 1.78 nM (range, 0.03-10.43 nM). Polymorphisms at codons 241, 86, and 76 of PFE0775C, pfmdr1, and pfcrt genes, respectively, were associated with reduced susceptibility to ATH. A new S263P single-nucleotide polymorphism on the PFE0775C gene was also detected in 27% of the isolates. Patient isolates harboring V241L or S263P polymorphisms on the PFE0775C gene showed increased IC(50) (GM: 3.08 nM and 1.79 nM, respectively). Plasmodium falciparum isolates harboring mutant Y86 pfmdr1 and P263 PFE0775C alleles showed a 2.5-5.5-fold increase in ATH IC(50.) This study shows that polymorphisms on the PFE0775C and pfmdr1 genes are associated with reduced sensitivity to ATH in fresh isolates of P. falciparum from Nigeria.","In vitro-reduced susceptibility to artemether in P. falciparum and its association with polymorphisms on transporter genes.","206","324-32","Bustamante C and Folarin OA and Gbotosho GO and Batista CN and Mesquita EA and Brindeiro RM and Tanuri A and Struchiner CJ and Sowunmi A and Oduola A and Wirth DF and Zalis MG and Happi CT"
"137","Aaron_1","NO","The Nigerian postgraduate medical journal","AIMS AND OBJECTIVES: Chronic myeloid leukemia (CML). PATIENTS AND METHODS: CML patients confirmed at the OAUTHC, Ile-Ife between June 1986 and December 1999 were studied prospectively until death or the last visit to the clinic. Stages of the disease at diagnosis, presenting clinical features and laboratory parameters, as well as the drug history were noted for each patient. Survival of each patient was computed from the date of diagnosis until the date of death. Kaplan-Meier statistical technique was used for analysis of survival. Factors were compared with log rank test. Student's t-test was used for comparing means of presenting clinical and laboratory parameters between groups. P-value of <0.05 was considered significant. SPSS for windows Release 10 (Real Stats, Real Easy, 1989-1999) was used for all calculations. RESULTS AND CONCLUSION: There were 42 patients (27 males and 15 females, ratio of 1.8:1) with ages ranging from 12-74 (median=38.0) years. Philadelphia chromosome was positive in the five patients (12.0%) that underwent cytogenetic analysis. Thirty-three of the patients (78.6%) presented in treatable chronic phase and the other 9 (21.4%) were seen in advanced stages (7 in accelerated & 2 in blastic phase). The median survival of patients that presented in chronic phase was 31.7 months compared to 0.16 months in patients presenting in advanced stages, the difference was statistically significant (log rank=7.8, p-value=0.005). Significant positive correlation was obtained between spleen size and total white cell count at diagnosis (r=0.36, p=0.02). Univariate regression analysis showed negative relationship between survival and ages of patients at diagnosis, haematocrit value, spleen and liver sizes, and blast count. The relationships were statistically significant for only liver and spleen (b=-0.63, p=0.004 and b=-0.51, p=0.026, respectively). Regression of both the liver and spleen with survival, still confirms the significant negative relationship between hepatomegaly and survival.","Clinical and prognostic features of Nigerians with chronic myeloid leukemia.","13","47-52","Boma PO and Durosinmi MA and Adediran IA and Akinola NO and Salawu L"
"138","Aaron_1","NO","Neurotoxicology","Exposure to manganese (Mn) represents an environmental risk factor for Parkinson's disease (PD). Recent evidence suggests that telomerase reverse transcriptase (TERT), the catalytic subunit of mammalian telomerase participates in non-telomeric functions and may play a role in cellular protection from oxidative stress and DNA damage. trt-1 is the catalytic subunit of telomerase in Caenorhabditis elegans (C. elegans). The present study investigated the relationship between trt-1 mutation and Mn-induced neurotoxicity. Wild-type (wt) and trt-1 worms were subjected to an acute Mn treatment of 1h at the first larval (L1) stage. Survival assay and behavior (Basal slowing response, chemotaxis) were assessed. Dopaminergic (DAergic) neurodegeneration was evaluated in successful crosses of trt-1 worms expressing green fluorescent protein (GFP) (dat-1:GFP worms). trt-1 worms were less sensitive to Mn-induced lethality compared to wt worms. Mn induced DAergic degeneration in wt worms, but not in trt-1 worms. Basal slowing was altered in both wt and trt-1 worms; however trt-1 worms were significantly less affected in their basal slowing behavior compared to wt worms. Mn treatment did not affect chemotaxis by NaCl in either wt or trt-1 mutants worms. Combined, the results establish that null mutation in trt-1 improves survival and attenuates damage to the DAergic system.","Null allele mutants of trt-1, the catalytic subunit of telomerase in Caenorhabditis elegans, are less sensitive to Mn-induced toxicity and DAergic degeneration.","57","54-60","Ijomone OM and Miah MR and Peres TV and Nwoha PU and Aschner M"
"140","Aaron_1","NO","Nature communications","Genome analysis of diverse human populations has contributed to the identification of novel genomic loci for diseases of major clinical and public health impact. Here, we report a genome-wide analysis of type 2 diabetes (T2D) in sub-Saharan Africans, an understudied ancestral group. We analyze ~18 million autosomal SNPs in 5,231 individuals from Nigeria, Ghana and Kenya. We identify a previously-unreported genome-wide significant locus: ZRANB3 (Zinc Finger RANBP2-Type Containing 3, lead SNP p = 2.831 × 10(-9)). Knockdown or genomic knockout of the zebrafish ortholog results in reduction in pancreatic β-cell number which we demonstrate to be due to increased apoptosis in islets. siRNA transfection of murine Zranb3 in MIN6 β-cells results in impaired insulin secretion in response to high glucose, implicating Zranb3 in β-cell functional response to high glucose conditions. We also show transferability in our study of 32 established T2D loci. Our findings advance understanding of the genetics of T2D in non-European ancestry populations.","ZRANB3 is an African-specific type 2 diabetes locus associated with beta-cell mass and insulin response.","10","3195","Adeyemo AA and Zaghloul NA and Chen G and Doumatey AP and Leitch CC and Hostelley TL and Nesmith JE and Zhou J and Bentley AR and Shriner D and Fasanmade O and Okafor G and Eghan B Jr and Agyenim-Boateng K and Chandrasekharappa S and Adeleye J and Balogun W and Owusu S and Amoah A and Acheampong J and Johnson T and Oli J and Adebamowo C and Collins F and Dunston G and Rotimi CN"
"141","Aaron_1","NO","International journal for parasitology. Drugs and drug resistance","There are few published reports of mutations in dihydropteroate synthetase (dhps) and dihydrofolate reductase (dhfr) genes in P. falciparum populations in Nigeria, but one previous study has recorded a novel dhps mutation at codon 431 among infections imported to the United Kingdom from Nigeria. To assess how widespread this mutation is among parasites in different parts of the country and consequently fill the gap in sulfadoxine-pyrimethamine (SP) resistance data in Nigeria, we retrospectively analysed 1000 filter paper blood spots collected in surveys of pregnant women and children with uncomplicated falciparum malaria between 2003 and 2015 from four sites in the south and north. Genomic DNA was extracted from filter paper blood spots and placental impressions. Point mutations at codons 16, 50, 51, 59, 108, 140 and 164 of the dhfr gene and codons 431, 436, 437, 540, 581 and 613 of the dhps gene were evaluated by nested PCR amplification followed by direct sequencing. The distribution of the dhps-431V mutation was widespread throughout Nigeria with the highest prevalence in Enugu (46%). In Ibadan where we had sequential sampling, its prevalence increased from 0% to 6.5% between 2003 and 2008. Although there were various combinations of dhps mutations with 431V, the combination 431V + 436A + 437G+581G+613S was the most common. All these observations support the view that dhps-431V is on the increase. In addition, P. falciparum DHPS crystal structure modelling shows that the change from Isoleucine to Valine (dhps-431V) could alter the effects of both S436A/F and A437G, which closely follow the 2nd β-strand. Consequently, it is now a research priority to assess the implications of dhps-VAGKGS mutant haplotype on continuing use of SP in seasonal malaria chemoprevention (SMC) and intermittent preventive treatment in pregnancy (IPTp). Our data also provides surveillance data for SP resistance markers in Nigeria between 2003 and 2015.","Molecular determinants of sulfadoxine-pyrimethamine resistance in Plasmodium falciparum in Nigeria and the regional emergence of dhps 431V.","6","220-229","Oguike MC and Falade CO and Shu E and Enato IG and Watila I and Baba ES and Bruce J and Webster J and Hamade P and Meek S and Chandramohan D and Sutherland CJ and Warhurst D and Roper C"
"142","Aaron_1","NO","PLoS neglected tropical diseases","West African Mastomys rodents are the primary reservoir of the zoonotic Lassa virus (LASV). The virus causes haemorrhagic Lassa fever and considerable mortality in humans. To date, the role of Mastomys immunogenetics in resistance to, and persistence of, LASV infections is largely unknown. Here, we investigated the role of Major Histocompatibility Complex class I (MHC-I) on LASV infection status (i.e., active vs. cleared infection, determined via PCR and an immunofluorescence assay on IgG antibodies, respectively) in Mastomys natalensis and M. erythroleucus sampled within southwestern Nigeria. We identified more than 190 and 90 MHC-I alleles by Illumina high throughput-sequencing in M. natalensis and M. erythroleucus, respectively, with different MHC allele compositions and frequencies between LASV endemic and non-endemic sites. In M. natalensis, the MHC allele ManaMHC-I*006 was negatively associated with active infections (PCR-positive) and positively associated with cleared infections (IgG-positive) simultaneously, suggesting efficient immune responses that facilitate LASV clearance in animals carrying this allele. Contrarily, alleles ManaMHC-I*008 and ManaMHC-I*021 in M. natalensis, and MaerMHC-I*008 in M. erythroleucus, were positively associated with active infection, implying susceptibility. Alleles associated with susceptibility shared a glutamic acid at the positively selected codon 57, while ManaMHC-I*006 featured an arginine. There was no link between number of MHC alleles per Mastomys individual and LASV prevalence. Thus, specific alleles, but not MHC diversity per se, seem to mediate antibody responses to viremia. We conclude that co-evolution with LASV likely shaped the MHC-I diversity of the main LASV reservoirs in southwestern Nigeria, and that information on reservoir immunogenetics may hold insights into transmission dynamics and zoonotic spillover risks.","MHC-I alleles mediate clearance and antibody response to the zoonotic Lassa virus in Mastomys rodent reservoirs.","18","e0011984","Olayemi A and Schmid DW and Fleischer R and Wilhelm K and Heni AC and Mueller-Klein N and Haikukutu L and Fichet-Calvet E and Günther S and Sommer S"
"143","Aaron_1","NO","Heliyon","The spread of multidrug-resistant tuberculosis (MDR-TB) is a serious public health issue, particularly in developing nations. The current methods of monitoring drug-resistant TB (DR-TB) using clinical diagnoses and hospital records are insufficient due to limited healthcare access and underreporting. This study proposes using Wastewater-Based Epidemiology (WBE) to monitor DR-TB in six African countries (Ghana, Nigeria, Kenya, Uganda, Cameroon, and South Africa) and examines the impact of treated wastewater on the spread of TB drug-resistant genes in the environment. Using droplet-digital polymerase chain reaction (ddPCR), the study evaluated untreated and treated wastewater samples in selected African countries for TB surveillance. There was a statistically significant difference in concentrations of genes conferring resistance to TB drugs in wastewater samples from the selected countries (p-value<0.05); South African samples exhibited the highest concentrations of 4.3(±2,77), 4.8(±2.96), 4.4(±3,10) and 4.7(±3,39) log copies/ml for genes conferring resistance to first-line TB drugs (katG, rpoB, embB and pncA respectively) in untreated wastewater. This may be attributed to the higher prevalence of TB/MDR-TB in SA compared to other African countries. Interestingly, genes conferring resistance to second-line TB drugs such as delamanid (ddn gene) and bedaquiline (atpE gene) were detected in relatively high concentrations (4.8(±3,67 and 3.2(±2,31 log copies/ml for ddn and atpE respectively) in countries, such as Cameroon, where these drugs are not part of the MDR-TB treatment regimens, perhaps due to migration or the unapproved use of these drugs in the country. The gene encoding resistance to streptomycin (rrs gene) was abundant in all countries, perhaps due to the common use of this antibiotic for infections other than TB. These results highlight the need for additional surveillance and monitoring, such as WBE, to gather data at a community level. Combining WBE with the One Health strategy and current TB surveillance systems can help prevent the spread of DR-TB in populations.","Surveillance of multidrug-resistant tuberculosis in sub-Saharan Africa through wastewater-based epidemiology.","9","e18302","Mtetwa HN and Amoah ID and Kumari S and Bux F and Reddy P"
"144","Aaron_1","NO","Veterinary microbiology","Koolpinyah virus (KOOLV) isolated from healthy Australian cattle and Yata virus (YATV) isolated from a pool of Mansonia uniformis mosquitoes in the Central African Republic have been tentatively identified as rhabdoviruses. KOOLV was shown previously to be related antigenically to kotonkon virus, an ephemerovirus that has caused an ephemeral fever-like illness in cattle in Nigeria, but YATV failed to react antigenically with any other virus tested. Here we report the complete genome sequences of KOOLV (16,133 nt) and YATV (14,479 nt). Each has a complex genome organisation, with multiple genes, including a second non-structural glycoprotein (GNS) gene and a viroporin (α1) gene, between the G and L genes as is characteristic of ephemeroviruses. Based on an analysis of genome organisation, sequence identity and cross-neutralisation, we demonstrate that both KOOLV and YATV should be classified as two new species in the genus Ephemerovirus.","Koolpinyah and Yata viruses: two newly recognised ephemeroviruses from tropical regions of Australia and Africa.","174","547-553","Blasdell KR and Widen SG and Diviney SM and Firth C and Wood TG and Guzman H and Holmes EC and Tesh RB and Vasilakis N and Walker PJ"
"145","Aaron_1","NO","Parasitology research","Equine piroplasmosis (EP) is an infectious, tick-borne disease caused by the hemoprotozoan parasites, Theileria equi, Babesia caballi, and a recently reported new species, T. haneyi. Infections by these apicomplexan parasites limit performance and cause economic losses for the horse industry. Equine piroplasmosis is widespread in the northern regions of Nigeria, where an increasing portion of the animal population is composed of horses. This disease has remained epidemiologically challenging, especially as the movement of horses increases across Nigeria. In this study, blood samples from 300 horses were collected in three states of northwestern Nigeria. The presence of piroplasms was screened by nested PCR targeting 18S rDNA and positive samples were analyzed using species-specific-nested PCR-targeting genes including ema1 (T. equi), rap1 (B. caballi), and a gene coding a protein of unknown function (T. haneyi). Species-specific-nPCR results demonstrated that the prevalence of T. equi was 13.0% (39/300), B. caballi was 3.3% (10/300) and T. haneyi was 2.7% (8/300). Mixed infections with T. equi and B. caballi was 2.7% (8/300) while T. equi, B. caballi, and T. haneyi multiple infection prevalence was 0.6% (2/300). We used 18S rDNA sequences to determine close relationships between T. equi by phylogenetic analysis and demonstrated that among 57 sequences of Theileria parasites, 28 samples belonged to clade A (49%), 13 samples were found to be clade C (22%), and 16 were clade D (28%). These results demonstrate the genetic diversity of T. equi circulating in horses from Nigeria.","Molecular detection of Theileria species and Babesia caballi from horses in Nigeria.","119","2955-2963","Mshelia PW and Kappmeyer L and Johnson WC and Kudi CA and Oluyinka OO and Balogun EO and Richard EE and Onoja E and Sears KP and Ueti MW"
"147","Aaron_1","NO","Genetics and molecular research : GMR","Cassava can be cultivated on impoverished soils with minimum inputs, and its storage roots are a staple food for millions in Africa. However, these roots are low in bioavailable nutrients and in protein content, contain cyanogenic glycosides, and suffer from a very short post-harvest shelf-life, and the plant is susceptible to viral and bacterial diseases prevalent in Africa. The demand for improvement of cassava with respect to these traits comes from both farmers and national agricultural institutions. Genetic improvement of cassava cultivars by molecular biology techniques requires the availability of appropriate genes, a system to introduce these genes into cassava, and the use of suitable gene promoters. Cassava root-specific promoter for auxin-repressed protein was isolated using the gene walking approach, starting with a cDNA sequence. In silico analysis of promoter sequences revealed putative cis-acting regulatory elements, including root-specific elements, which may be required for gene expression in vascular tissues. Research on the activities of this promoter is continuing, with the development of plant expression cassettes for transformation into major African elite lines and farmers' preferred cassava cultivars to enable testing of tissue-specific expression patterns in the field.","Isolation and partial characterization of a root-specific promoter for stacking multiple traits into cassava (Manihot esculenta CRANTZ).","10","1032-41","Gbadegesin MA and Beeching JR"
"148","Aaron_1","NO","Preventive veterinary medicine","In South Africa, there is a shortage of epidemiologic data on Shiga toxin-producing Escherichia coli (STEC) in the beef production chain. This study was conducted to characterise STEC isolates originating from three studies conducted in a cattle feedlot, beef abattoirs and retail outlets in Gauteng province, South Africa. Polymerase chain reaction was used to detect virulence genes, the Epsilometer test to assess antimicrobial susceptibility, pulsed-field gel electrophoresis (PFGE) to investigate genetic relatedness of isolates, and conventional serotyping for phenotypic identification. Amongst the 86 STEC isolates, the eaeA gene was detected in 20 (23%), and 26 different serogroups were identified, including the clinically important O8, O174, O2, 020 and O117. The majority of the isolates (95%; 82/86) exhibited resistance to one or more antimicrobial agents, and 30 of the isolates (35%) exhibited multi-drug resistance (MDR), being resistant to at least three antimicrobial classes. The PFGE patterns showed a highly diverse but related STEC population, with 45 distinct patterns and evidence of horizontal transmission along the beef production chain. This is significant because it demonstrates continual environmental contamination and risk of contamination along the beef production chain and the food chain. To our knowledge, this is the first study that provides evidence of horizontal transmission of STEC along the beef production chain in South Africa. This epidemiological information could facilitate the development of a proactive strategy for reducing potential foodborne outbreaks and transmission of antimicrobial resistant pathogens in the food chain.","Characterisation and epidemiological subtyping of Shiga toxin-producing Escherichia coli isolated from the beef production chain in Gauteng, South Africa.","205","105681","Onyeka LO and Adesiyun AA and Keddy KH and Hassim A and Smith AM and Thompson PN"
"149","Aaron_1","NO","Archives of virology","Influenza A viruses (IAVs) are zoonotic pathogens that cause yearly outbreaks with high rates of morbidity and fatality. The virus continuously acquires point mutations while circulating in several hosts, ranging from aquatic birds to mammals, including humans. The wide range of hosts provides influenza A viruses greater chances of genetic re-assortment, leading to the emergence of zoonotic strains and occasional pandemics that have a severe impact on human life. Four major influenza pandemics have been reported to date, and health authorities worldwide have shown tremendous progress in efforts to control epidemics and pandemics. Here, we primarily discuss the pathogenesis of influenza virus type A, its epidemiology, pandemic potential, current status of antiviral drugs and vaccines, and ways to effectively manage the disease during a crisis.","The emerging influenza virus threat: status and new prospects for its therapy and control.","163","831-844","Kumar B and Asha K and Khanna M and Ronsard L and Meseko CA and Sanicas M"
"150","Aaron_1","NO","Science (New York, N.Y.)",NA,"Public health. Type 2 poliovirus back from the dead in Nigeria.","325","660-1","Roberts L"
"151","Aaron_1","NO","F1000Research","Avian influenza (AI) is a zoonotic viral endemic disease that affects poultry, swine, and mammals, including humans. Highly pathogenic avian influenza (HPAI) is caused by influenza type A virus subtypes H5, and H7 which are naturally carried by a wild bird and often affect domestic poultry. Avian influenza (AI) is a major problem worldwide that causes significant economic losses in the poultry sector. Since 2003, the widespread H5N1 HPAI in poultry has led to high mortalities resulting in huge economic losses in the poultry sector in Indonesia. Domestic poultry is a key source of income that contributes to economic growth, both directly and indirectly, by reducing poverty among the people living in rural communities. Furthermore, in many developing countries, including Indonesia, rural people meet a portion of their food needs through backyard poultry. Nevertheless, this sector is strongly affected by biosecurity hazards, particularly in Indonesia by HPAI infections. Avian influenza (AI), subtype H5N1 has zoonotic significance, posing major risks to public health and poultry. Due to close interaction between wild migratory birds and ducks, the domestic poultry sector in Indonesia is directly affected by this virus. This virus continues to be ubiquitous in Indonesia as a result of the unpredictable mutations produced by antigenic drift and shift, which can persist from a few days to several years. In this review, the epidemiology and impact, of highly pathogenic avian influenza H5N1 subtype virus infection on backyard poultry in Indonesia were discussed.","Avian influenza (H5N1) virus, epidemiology and its effects on backyard poultry in Indonesia: a review.","11","1321","Rehman S and Effendi MH and Witaningruma AM and Nnabuikeb UE and Bilal M and Abbas A and Abbas RZ and Hussain K"
"152","Aaron_1","NO","BMC genomics","BACKGROUND: Streptococcus agalactiae (Group B Streptococcus, GBS) is one of the major bacterial pathogens responsible for neonatal sepsis. Whole genome sequencing has, in recent years, emerged as a reliable tool for capsular typing and antimicrobial resistance prediction. This study characterized vaginal and rectal isolates of Group B Streptococcus obtained from pregnant women in Port Harcourt, Nigeria using a whole-genome sequence-based approach. RESULTS: Capsular types Ia, Ib, II, III, IV and V were detected among the 43 isolates sequenced. Twelve sequence types (STs) were identified, with ST19 (n = 9, 27.3 %) and ST486 (n = 5, 15.2 %) the most frequent among non-duplicated isolates. Of the alpha-like proteins (alp) identified, Alp1 was the most prevalent in 11 (33.3 %) isolates. Macrolide and lincosamide resistance determinants were present in 15 (45.5 %) isolates; ermB was detected in 1 (3 %), ermTR in 7 (21.2 %) isolates, lnu gene was detected in 6 (18.2 %) and mef was identified in 3 (9.1 %) isolates. Resistance of GBS to erythromycin and clindamycin (predicted from presence of erm or mef genes) was found to be 30.3 % and 24.2 %, respectively. All isolates were predicted resistant to tetracycline with only the tetM gene identified. Fluoroquinolone-resistance conferring substitutions in gyrA + parC were detected in 9 (27.3 %) isolates and chloramphenicol resistance was predicted from presence of aac6'-aph2 gene in 11 (33.3 %). CONCLUSIONS: The data available from the whole genome sequencing of these isolates offers a small but insightful description of common serotypes and resistance features within colonizing GBS in Nigeria.","Whole genome sequence based capsular typing and antimicrobial resistance prediction of Group B streptococcal isolates from colonized pregnant women in Nigeria.","22","627","Bob-Manuel M and McGee L and Igunma JA and Alex-Wele MA and Obunge OK and Wariso KT"
"153","Aaron_1","NO","Frontiers in public health","The use of partially treated and untreated wastewater for irrigation is beneficial in agriculture but may be associated with human health risks. Reports from different locations globally have linked microbial outbreaks with agricultural reuse of wastewater. This article reviews the epidemiological evidence and health risks associated with this practice, aiming toward evidence-based conclusions. Exposure pathways that were addressed in this review included those relevant to agricultural workers and their families, consumers of crops, and residents close to areas irrigated with wastewater (partially treated or untreated). A meta-analysis gave an overall odds ratio of 1.65 (95% CI: 1.31, 2.06) for diarrheal disease and 5.49 (95% CI: 2.49, 12.10) for helminth infections for exposed agricultural workers and family members. The risks were higher among children and immunocompromised individuals than in immunocompetent adults. Predominantly skin and intestinal infections were prevalent among individuals infected mainly via occupational exposure and ingestion. Food-borne outbreaks as a result of crops (fruits and vegetables) irrigated with partially or untreated wastewater have been widely reported. Contamination of crops with enteric viruses, fecal coliforms, and bacterial pathogens, parasites including soil-transmitted helminthes (STHs), as well as occurrence of antibiotic residues and antibiotic resistance genes (ARGs) have also been evidenced. The antibiotic residues and ARGs may get internalized in crops along with pathogens and may select for antibiotic resistance, exert ecotoxicity, and lead to bioaccumulation in aquatic organisms with high risk quotient (RQ). Appropriate mitigation lies in adhering to existing guidelines such as the World Health Organization wastewater reuse guidelines and to Sanitation Safety Plans (SSPs). Additionally, improvement in hygiene practices will also provide measures against adverse health impacts.","Epidemiological Evidence and Health Risks Associated With Agricultural Reuse of Partially Treated and Untreated Wastewater: A Review.","6","337","Adegoke AA and Amoah ID and Stenström TA and Verbyla ME and Mihelcic JR"
"154","Aaron_1","NO","Human heredity","A structural but isoelectrophoretic moderate variation of glucose-6-phosphate dehydrogenase (G6PD) activity is common among Nigerians (a black population exposed to a long-lasting intense Plasmodium falciparum malarial endemia). It had never even been searched for among Caucasoids and Mongoloids. In the present work, we attempted to ascertain whether this polymorphism exists among Caucasoids. With this purpose, two Caucasoid male populations were studied: Sardinians and Romans, who respectively did and did not experience an evolutionarily effective exposure to P. falciparum. The approach adopted here consisted in comparing the variations of G6PD activity observed between brothers who certainly received their Gd gene from the same grandparent (hence Gd genes identical by descent) with those between brothers who received it (in the Roman series) or may have received it (in the Sardinian series) from different grandparents. No evidence for common moderate G6PD activity variations segregating with the Gd gene was found either in Romans or Sardinians, who have both been studied with much larger samples and more sensitive approaches than those which detected such type of polymorphism among Nigerians. The upper 95% confidence limit of such zero estimates for the frequency of the isoelectrophoretic quantitative Gd variant alleles were about 0.04 and 0.025 for Romans and Sardinians, respectively. This is the first example of a genetic region (the Gd gene with its flanking sequences) apparently monomorphic in a major race and with several (four) polymorphic sites in another major race.","A further polymorphism of the Gd locus for glucose-6-phosphate dehydrogenase present among blacks (Nigerians) and apparently absent among Caucasoids: the quantitative isoelectrophoretic variation of the Gd+ allele.","41","353-63","Modiano G and Ciminelli BM and Malaspina P and Santolamazza P and Sedran L and Meloni T and Forteleoni G and Mela G"
"155","Aaron_1","NO","Malaria journal","BACKGROUND: Malaria eradication globally is yet to be achieved and transmission is sustained in many endemic countries. Plasmodium falciparum continues to develop resistance to currently available anti-malarial drugs, posing great problems for malaria elimination. This study evaluates the frequencies of asymptomatic infection and multidrug resistance-1 (mdr-1) gene mutations in parasite isolates, which form the basis for understanding persistently high incidence in South West, Nigeria. METHODS: A total of 535 individuals aged from 6 months were screened during the epidemiological survey evaluating asymptomatic transmission. Parasite prevalence was determined by histidine-rich protein II rapid detection kit (RDT) in healthy individuals. Plasmodium falciparum mdr-1 gene mutations were detected by polymerase chain reaction (PCR) followed by restriction enzyme digest and electrophoresis to determine polymorphism in parasite isolates. Sequencing was done to confirm polymorphism. Proportions were compared using Chi-square test at p value < 0.05. RESULTS: Malaria parasites were detected by RDT in 204 (38.1%) individuals. Asymptomatic infection was detected in 117 (57.3%) and symptomatic malaria confirmed in 87 individuals (42.6%). Overall, individuals with detectable malaria by RDT was significantly higher in individuals with symptoms, 87 of 197 (44.2%), than asymptomatic persons; 117 of 338 (34.6%), p = 0.02. In a sub-set of 75 isolates, 18(24%) and 14 (18.6%) individuals had Pfmdr1 86Y and 1246Y mutations. CONCLUSIONS: There is still high malaria transmission rate in Nigeria with higher incidence of asymptomatic infections. These parasites harbour mutations on Pfmdr1 which contribute to artemisinin partner drug resistance; surveillance strategies to reduce the spread of drug resistance in endemic areas are needed to eliminate the reservoir of malaria parasites that can mitigate the eradication of malaria in Nigeria.","Asymptomatic malaria infections and Pfmdr1 mutations in an endemic area of Nigeria.","18","218","Dokunmu TM and Adjekukor CU and Yakubu OF and Bello AO and Adekoya JO and Akinola O and Amoo EO and Adebayo AH"
"156","Aaron_1","NO","Plant disease","Nigerian papaya bunchy top (NGPBT) phytoplasma was first identified in diseased papaya plants growing in Ibadan, Oyo State, Nigeria (Kazeem et al. 2021). The NGPBT phytoplasma is a 'Candidatus Phytoplasma convolvuli'-related strain and represents a subgroup lineage, 16SrXII-O (the accession number of the reference strain is MW530522, Kazeem et al. 2021). The present communication reports that NGPBT phytoplasma can also infect tomato (Solanum lycopersicum) and jute mallow (Corchorus olitorius). Since May 2020, tomato and jute mallow grwn in Ibadan have been observed to develop yellowing, little leaf, and stunting symptoms (Fig. 1). Because the symptomatic plants occurred in the region approximately 1 km adjacent to where the NGPBT disease was reported, and the symptoms of infected plants resembled those of phytoplasma infection, molecular diagnostic assays for phytoplasma detection were deployed. Total DNAs were extracted from symptomatic plants, including four tomato plants and three jute mallows, as well as from asymptomatic two tomato and two jute mallow plants. The DNA samples were subjected to semi-nested PCR using phytoplasma 16S rRNA gene-specific primers P1A and P7A, followed by P1A and 16S-SR (Lee et al. 2004). An amplicon of 1.5 kb was obtained from each of the symptomatic plants, while no amplicon resulted from DNA samples of asymptomatic plants or negative controls without DNA templates (water and PCR reagents only). PCR products were cloned into the TOPO TA cloning vector (Invitrogen, Carlsbad, CA, USA), and three clones were chosen for each sample for Sanger sequencing (Psomagen Inc., Rockville, MD, USA). The nearly full-length 16S rRNA gene sequences (1.53kb) derived from tomato (OP123558) and jute mallow (OP123559) samples were identical. Based on the iPhyClassifier phytoplasma classification web tool (Zhao et al. 2009) and the BLAST search against the NCBI nucleotide database, these phytoplasma strains showed 100% sequence identity in 16S rRNA gene with the NGPBT phytoplasma (16SrXII-O, MW530522). Moreover, two additional genetic loci including ribosomal protein genes rplV-rpsC, and rplO-secY-adk were also amplified by nested PCR or semi-nested PCR with specific primers rpStolF/rpStolR followed by rpStolF2/rpStolR (Martini et al. 2007), and SecYF1a (Xll)/MapR-703-a, followed by SecYF2a (Xll)/MapR-703-a (Lee et al. 2010). Gene fragments of rplV-rpsC (1238bp) and rplO-secY-adk (2064bp) were amplified from DNAs of diseased papaya, tomato, and jute mallow plants. The obtained sequences were deposited into GenBank, respectively: rplV-rpsC (OP123560, OP123562, and OP123563) and rplO-secY-adk (OP123565, OP123567, and OP123568). Multilocus sequence analysis (MLSA) indicated that the sequences of phytoplasmas amplified from three different plant hosts were also identical in rp, secY, and adk genes. The MLSA results demonstrate that tomato and jute mallow are two new hosts of NGPBT phytoplasmas. This also marks the first time that phytoplasma diseases are associated with tomato and jute mallow in Nigeria, as prior to this study, phytoplasma diseases were only reported in coconut palm and papaya in the country (Osagie et al. 2016; Kazeem et al. 2021). Results from the present study suggest that insect vector(s) for the transmission of the NGPBT phytoplasma are present in the region. Since both tomato and jute mallow are important vegetable crops in Nigeria, timely dissemination of emerging disease information is needed to alert growers and extension personnel in the region. In addition, ongoing incidence, and prevalence surveys of NGPBT disease indicate that more infected papaya and tomato plants have been observed in the region than in previous years. A better understanding of the NGPBT phytoplasma disease epidemiology will help devise strategies to control the diseases associated with the NGPBT phytoplasma.","Tomato and Jute Mallow are Two New Hosts of Papaya Bunchy Top Phytoplasma, a 16SrXII-O Subgroup Strain in Nigeria.",NA,NA,"Inaba J and Kazeem SA and Zhao Y and Zwolińska A and Ogunfunmilayo AO and Arogundade O and Wei W"
